"STATION","LATITUDE","LONGITUDE","ELEVATION","NAME","ANN-PRCP-AVGNDS-GE001HI","ANN-PRCP-AVGNDS-GE001HI_ATTRIBUTES","ANN-PRCP-AVGNDS-GE010HI","ANN-PRCP-AVGNDS-GE010HI_ATTRIBUTES","ANN-PRCP-AVGNDS-GE050HI","ANN-PRCP-AVGNDS-GE050HI_ATTRIBUTES","ANN-PRCP-AVGNDS-GE100HI","ANN-PRCP-AVGNDS-GE100HI_ATTRIBUTES","ANN-PRCP-NORMAL","ANN-PRCP-NORMAL_ATTRIBUTES","ANN-SNOW-AVGNDS-GE001TI","ANN-SNOW-AVGNDS-GE001TI_ATTRIBUTES","ANN-SNOW-AVGNDS-GE010TI","ANN-SNOW-AVGNDS-GE010TI_ATTRIBUTES","ANN-SNOW-AVGNDS-GE030TI","ANN-SNOW-AVGNDS-GE030TI_ATTRIBUTES","ANN-SNOW-AVGNDS-GE050TI","ANN-SNOW-AVGNDS-GE050TI_ATTRIBUTES","ANN-SNOW-AVGNDS-GE100TI","ANN-SNOW-AVGNDS-GE100TI_ATTRIBUTES","ANN-SNOW-NORMAL","ANN-SNOW-NORMAL_ATTRIBUTES","DJF-PRCP-AVGNDS-GE001HI","DJF-PRCP-AVGNDS-GE001HI_ATTRIBUTES","DJF-PRCP-AVGNDS-GE010HI","DJF-PRCP-AVGNDS-GE010HI_ATTRIBUTES","DJF-PRCP-AVGNDS-GE050HI","DJF-PRCP-AVGNDS-GE050HI_ATTRIBUTES","DJF-PRCP-AVGNDS-GE100HI","DJF-PRCP-AVGNDS-GE100HI_ATTRIBUTES","DJF-PRCP-NORMAL","DJF-PRCP-NORMAL_ATTRIBUTES","DJF-SNOW-AVGNDS-GE001TI","DJF-SNOW-AVGNDS-GE001TI_ATTRIBUTES","DJF-SNOW-AVGNDS-GE010TI","DJF-SNOW-AVGNDS-GE010TI_ATTRIBUTES","DJF-SNOW-AVGNDS-GE030TI","DJF-SNOW-AVGNDS-GE030TI_ATTRIBUTES","DJF-SNOW-AVGNDS-GE050TI","DJF-SNOW-AVGNDS-GE050TI_ATTRIBUTES","DJF-SNOW-AVGNDS-GE100TI","DJF-SNOW-AVGNDS-GE100TI_ATTRIBUTES","DJF-SNOW-NORMAL","DJF-SNOW-NORMAL_ATTRIBUTES","DJF-SNWD-AVGNDS-GE001WI","DJF-SNWD-AVGNDS-GE001WI_ATTRIBUTES","DJF-SNWD-AVGNDS-GE003WI","DJF-SNWD-AVGNDS-GE003WI_ATTRIBUTES","DJF-SNWD-AVGNDS-GE005WI","DJF-SNWD-AVGNDS-GE005WI_ATTRIBUTES","DJF-SNWD-AVGNDS-GE010WI","DJF-SNWD-AVGNDS-GE010WI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE001HI","JJA-PRCP-AVGNDS-GE001HI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE010HI","JJA-PRCP-AVGNDS-GE010HI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE050HI","JJA-PRCP-AVGNDS-GE050HI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE100HI","JJA-PRCP-AVGNDS-GE100HI_ATTRIBUTES","JJA-PRCP-NORMAL","JJA-PRCP-NORMAL_ATTRIBUTES","JJA-SNOW-AVGNDS-GE001TI","JJA-SNOW-AVGNDS-GE001TI_ATTRIBUTES","JJA-SNOW-AVGNDS-GE010TI","JJA-SNOW-AVGNDS-GE010TI_ATTRIBUTES","JJA-SNOW-AVGNDS-GE030TI","JJA-SNOW-AVGNDS-GE030TI_ATTRIBUTES","JJA-SNOW-AVGNDS-GE050TI","JJA-SNOW-AVGNDS-GE050TI_ATTRIBUTES","JJA-SNOW-AVGNDS-GE100TI","JJA-SNOW-AVGNDS-GE100TI_ATTRIBUTES","JJA-SNOW-NORMAL","JJA-SNOW-NORMAL_ATTRIBUTES","JJA-SNWD-AVGNDS-GE001WI","JJA-SNWD-AVGNDS-GE001WI_ATTRIBUTES","JJA-SNWD-AVGNDS-GE003WI","JJA-SNWD-AVGNDS-GE003WI_ATTRIBUTES","JJA-SNWD-AVGNDS-GE005WI","JJA-SNWD-AVGNDS-GE005WI_ATTRIBUTES","JJA-SNWD-AVGNDS-GE010WI","JJA-SNWD-AVGNDS-GE010WI_ATTRIBUTES","MAM-PRCP-NORMAL","MAM-PRCP-NORMAL_ATTRIBUTES","MAM-SNOW-NORMAL","MAM-SNOW-NORMAL_ATTRIBUTES","MAM-SNWD-AVGNDS-GE005WI","MAM-SNWD-AVGNDS-GE005WI_ATTRIBUTES","SON-PRCP-AVGNDS-GE001HI","SON-PRCP-AVGNDS-GE001HI_ATTRIBUTES","SON-PRCP-AVGNDS-GE010HI","SON-PRCP-AVGNDS-GE010HI_ATTRIBUTES","SON-PRCP-AVGNDS-GE050HI","SON-PRCP-AVGNDS-GE050HI_ATTRIBUTES","SON-PRCP-AVGNDS-GE100HI","SON-PRCP-AVGNDS-GE100HI_ATTRIBUTES","SON-PRCP-NORMAL","SON-PRCP-NORMAL_ATTRIBUTES","SON-SNOW-AVGNDS-GE001TI","SON-SNOW-AVGNDS-GE001TI_ATTRIBUTES","SON-SNOW-AVGNDS-GE010TI","SON-SNOW-AVGNDS-GE010TI_ATTRIBUTES","SON-SNOW-AVGNDS-GE030TI","SON-SNOW-AVGNDS-GE030TI_ATTRIBUTES","SON-SNOW-AVGNDS-GE050TI","SON-SNOW-AVGNDS-GE050TI_ATTRIBUTES","SON-SNOW-AVGNDS-GE100TI","SON-SNOW-AVGNDS-GE100TI_ATTRIBUTES","SON-SNOW-NORMAL","SON-SNOW-NORMAL_ATTRIBUTES","SON-SNWD-AVGNDS-GE001WI","SON-SNWD-AVGNDS-GE001WI_ATTRIBUTES","SON-SNWD-AVGNDS-GE003WI","SON-SNWD-AVGNDS-GE003WI_ATTRIBUTES","SON-SNWD-AVGNDS-GE005WI","SON-SNWD-AVGNDS-GE005WI_ATTRIBUTES","SON-SNWD-AVGNDS-GE010WI","SON-SNWD-AVGNDS-GE010WI_ATTRIBUTES"
"USC00161235","31.3025","-92.73","39.6","BOYCE 7 SW, LA US","1112","P","739","P","367","P","201","P","6190","R","3","P","1","P","0","P","0","P","0","P","1","P","296","P","204","P","105","P","56","P","1695","R","3","P","1","P","0","P","0","P","0","P","1","P","1","P","0","P","0","P","0","P","311","P","207","P","83","P","36","P","1254","R","0","P","0","P","0","P","0","P","0","P","0","P","0","P","0","P","0","P","0","P","1676","R","0","P","0","P","253","P","168","P","96","P","58","P","1565","R","0","P","0","P","0","P","0","P","0","P","0","P","0","P","0","P","0","P","0","P"
