"STATION","LATITUDE","LONGITUDE","ELEVATION","NAME","ANN-PRCP-AVGNDS-GE001HI","ANN-PRCP-AVGNDS-GE001HI_ATTRIBUTES","ANN-PRCP-AVGNDS-GE010HI","ANN-PRCP-AVGNDS-GE010HI_ATTRIBUTES","ANN-PRCP-AVGNDS-GE050HI","ANN-PRCP-AVGNDS-GE050HI_ATTRIBUTES","ANN-PRCP-AVGNDS-GE100HI","ANN-PRCP-AVGNDS-GE100HI_ATTRIBUTES","ANN-PRCP-NORMAL","ANN-PRCP-NORMAL_ATTRIBUTES","DJF-PRCP-AVGNDS-GE001HI","DJF-PRCP-AVGNDS-GE001HI_ATTRIBUTES","DJF-PRCP-AVGNDS-GE010HI","DJF-PRCP-AVGNDS-GE010HI_ATTRIBUTES","DJF-PRCP-AVGNDS-GE050HI","DJF-PRCP-AVGNDS-GE050HI_ATTRIBUTES","DJF-PRCP-AVGNDS-GE100HI","DJF-PRCP-AVGNDS-GE100HI_ATTRIBUTES","DJF-PRCP-NORMAL","DJF-PRCP-NORMAL_ATTRIBUTES","JJA-PRCP-AVGNDS-GE001HI","JJA-PRCP-AVGNDS-GE001HI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE010HI","JJA-PRCP-AVGNDS-GE010HI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE050HI","JJA-PRCP-AVGNDS-GE050HI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE100HI","JJA-PRCP-AVGNDS-GE100HI_ATTRIBUTES","JJA-PRCP-NORMAL","JJA-PRCP-NORMAL_ATTRIBUTES","MAM-PRCP-NORMAL","MAM-PRCP-NORMAL_ATTRIBUTES","SON-PRCP-AVGNDS-GE001HI","SON-PRCP-AVGNDS-GE001HI_ATTRIBUTES","SON-PRCP-AVGNDS-GE010HI","SON-PRCP-AVGNDS-GE010HI_ATTRIBUTES","SON-PRCP-AVGNDS-GE050HI","SON-PRCP-AVGNDS-GE050HI_ATTRIBUTES","SON-PRCP-AVGNDS-GE100HI","SON-PRCP-AVGNDS-GE100HI_ATTRIBUTES","SON-PRCP-NORMAL","SON-PRCP-NORMAL_ATTRIBUTES"
"USC00125837","40.755","-86.76222","208.8","MONTICELLO, IN US","1101","P","758","P","278","P","94","P","4092","R","259","P","161","P","46","P","10","P","725","R","256","P","187","P","85","P","36","P","1231","R","1160","R","271","P","186","P","69","P","23","P","976","R"
