"STATION","LATITUDE","LONGITUDE","ELEVATION","NAME","ANN-PRCP-NORMAL","ANN-PRCP-NORMAL_ATTRIBUTES","DJF-PRCP-NORMAL","DJF-PRCP-NORMAL_ATTRIBUTES","JJA-PRCP-NORMAL","JJA-PRCP-NORMAL_ATTRIBUTES","MAM-PRCP-NORMAL","MAM-PRCP-NORMAL_ATTRIBUTES","SON-PRCP-NORMAL","SON-PRCP-NORMAL_ATTRIBUTES"
"USW00013807","37.9","-85.96667","239.0","FORT KNOX GODMAN ARMY AIR FIELD, KY US","4669","Q","1114","Q","1183","Q","1339","Q","1033","Q"
