"STATION","LATITUDE","LONGITUDE","ELEVATION","NAME","ANN-PRCP-AVGNDS-GE001HI","ANN-PRCP-AVGNDS-GE001HI_ATTRIBUTES","ANN-PRCP-AVGNDS-GE010HI","ANN-PRCP-AVGNDS-GE010HI_ATTRIBUTES","ANN-PRCP-AVGNDS-GE050HI","ANN-PRCP-AVGNDS-GE050HI_ATTRIBUTES","ANN-PRCP-AVGNDS-GE100HI","ANN-PRCP-AVGNDS-GE100HI_ATTRIBUTES","ANN-PRCP-NORMAL","ANN-PRCP-NORMAL_ATTRIBUTES","ANN-SNOW-AVGNDS-GE001TI","ANN-SNOW-AVGNDS-GE001TI_ATTRIBUTES","ANN-SNOW-AVGNDS-GE010TI","ANN-SNOW-AVGNDS-GE010TI_ATTRIBUTES","ANN-SNOW-AVGNDS-GE030TI","ANN-SNOW-AVGNDS-GE030TI_ATTRIBUTES","ANN-SNOW-AVGNDS-GE050TI","ANN-SNOW-AVGNDS-GE050TI_ATTRIBUTES","ANN-SNOW-AVGNDS-GE100TI","ANN-SNOW-AVGNDS-GE100TI_ATTRIBUTES","ANN-SNOW-NORMAL","ANN-SNOW-NORMAL_ATTRIBUTES","DJF-PRCP-AVGNDS-GE001HI","DJF-PRCP-AVGNDS-GE001HI_ATTRIBUTES","DJF-PRCP-AVGNDS-GE010HI","DJF-PRCP-AVGNDS-GE010HI_ATTRIBUTES","DJF-PRCP-AVGNDS-GE050HI","DJF-PRCP-AVGNDS-GE050HI_ATTRIBUTES","DJF-PRCP-AVGNDS-GE100HI","DJF-PRCP-AVGNDS-GE100HI_ATTRIBUTES","DJF-PRCP-NORMAL","DJF-PRCP-NORMAL_ATTRIBUTES","DJF-SNOW-AVGNDS-GE001TI","DJF-SNOW-AVGNDS-GE001TI_ATTRIBUTES","DJF-SNOW-AVGNDS-GE010TI","DJF-SNOW-AVGNDS-GE010TI_ATTRIBUTES","DJF-SNOW-AVGNDS-GE030TI","DJF-SNOW-AVGNDS-GE030TI_ATTRIBUTES","DJF-SNOW-AVGNDS-GE050TI","DJF-SNOW-AVGNDS-GE050TI_ATTRIBUTES","DJF-SNOW-AVGNDS-GE100TI","DJF-SNOW-AVGNDS-GE100TI_ATTRIBUTES","DJF-SNOW-NORMAL","DJF-SNOW-NORMAL_ATTRIBUTES","JJA-PRCP-AVGNDS-GE001HI","JJA-PRCP-AVGNDS-GE001HI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE010HI","JJA-PRCP-AVGNDS-GE010HI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE050HI","JJA-PRCP-AVGNDS-GE050HI_ATTRIBUTES","JJA-PRCP-AVGNDS-GE100HI","JJA-PRCP-AVGNDS-GE100HI_ATTRIBUTES","JJA-PRCP-NORMAL","JJA-PRCP-NORMAL_ATTRIBUTES","JJA-SNOW-AVGNDS-GE001TI","JJA-SNOW-AVGNDS-GE001TI_ATTRIBUTES","JJA-SNOW-AVGNDS-GE010TI","JJA-SNOW-AVGNDS-GE010TI_ATTRIBUTES","JJA-SNOW-AVGNDS-GE030TI","JJA-SNOW-AVGNDS-GE030TI_ATTRIBUTES","JJA-SNOW-AVGNDS-GE050TI","JJA-SNOW-AVGNDS-GE050TI_ATTRIBUTES","JJA-SNOW-AVGNDS-GE100TI","JJA-SNOW-AVGNDS-GE100TI_ATTRIBUTES","JJA-SNOW-NORMAL","JJA-SNOW-NORMAL_ATTRIBUTES","MAM-PRCP-NORMAL","MAM-PRCP-NORMAL_ATTRIBUTES","MAM-SNOW-NORMAL","MAM-SNOW-NORMAL_ATTRIBUTES","SON-PRCP-AVGNDS-GE001HI","SON-PRCP-AVGNDS-GE001HI_ATTRIBUTES","SON-PRCP-AVGNDS-GE010HI","SON-PRCP-AVGNDS-GE010HI_ATTRIBUTES","SON-PRCP-AVGNDS-GE050HI","SON-PRCP-AVGNDS-GE050HI_ATTRIBUTES","SON-PRCP-AVGNDS-GE100HI","SON-PRCP-AVGNDS-GE100HI_ATTRIBUTES","SON-PRCP-NORMAL","SON-PRCP-NORMAL_ATTRIBUTES","SON-SNOW-AVGNDS-GE001TI","SON-SNOW-AVGNDS-GE001TI_ATTRIBUTES","SON-SNOW-AVGNDS-GE010TI","SON-SNOW-AVGNDS-GE010TI_ATTRIBUTES","SON-SNOW-AVGNDS-GE030TI","SON-SNOW-AVGNDS-GE030TI_ATTRIBUTES","SON-SNOW-AVGNDS-GE050TI","SON-SNOW-AVGNDS-GE050TI_ATTRIBUTES","SON-SNOW-AVGNDS-GE100TI","SON-SNOW-AVGNDS-GE100TI_ATTRIBUTES","SON-SNOW-NORMAL","SON-SNOW-NORMAL_ATTRIBUTES"
"USC00455387","46.0756","-118.2742","358.1","MILL CREEK DAM, WA US","1065","S","547","S","88","S","11","S","1868","R","57","S","39","S","13","S","4","S","-7777","S","98","P","362","S","185","S","27","S","3","S","588","R","50","S","35","S","12","S","3","S","0","S","88","P","137","C","63","C","13","C","2","C","230","S","0","C","0","C","0","C","0","C","0","C","0","S","591","R","-7777","P","243","S","131","S","21","S","2","S","459","R","5","S","3","S","1","S","1","S","-7777","S","10","S"
